# From the Bright Star Catalogue, 5th Revised Ed.,
# available online through VizieR.

# Only the first three columns (Dec, RA, Mag) are used by Xplanet.

#    Dec      RA   Mag         Name  BSN     HD    SAO
 22.3994  7.7228  6.21 "          " 2978  62141  79641
 22.9231 18.0417  6.21 " 97    Her" 6741 164900  85676
 23.2042  5.7221  6.21 "          " 1961  37967  77450
 27.5297  8.0936  6.21 "          " 3164  66684  79928
 31.0119 13.6710  6.21 "          " 5143 119035  63676
 32.4581  4.5106  6.21 "          " 1419  28459  57269
 46.4725  2.3197  6.21 "          "  671  14213  37947
 48.4644 18.0525  6.21 "          " 6753 165358  47173
 50.6769 22.8362  6.21 "          " 8692 216206  34862
 51.5356 12.5008  6.21 "  7    CVn" 4761 108845  28407
 51.5711  0.8594  6.21 "          "  241   4881  21775
 53.0767 12.5139  6.21 "          " 4767 108954  28413
 56.3414 20.0893  6.21 "          " 7692 191096  32276
 57.5364  1.7383  6.21 "          "  499  10543  22566
 57.9967  0.9369  6.21 "          "  260   5343  21846
 64.2225 23.1326  6.21 "          " 8811 218560  20441
 67.1006 11.3483  6.21 "          " 4383  98499  15478
 67.1442 16.2070  6.21 "          " 6069 146603  16993
 75.2972 17.0278  6.21 "          " 6379 155154   8697
 77.0194  0.5153  6.21 "          "  112   2589   4130
-10.3472  7.1556  6.21 "          " 2694  54662 152470
-11.7142 14.3904  6.21 "  2    Lib" 5383 126035 158528
-12.5125 17.4506  6.21 "          " 6496 157968 160553
-13.6450  4.5239  6.21 "          " 1438  28763 149702
-14.3383  7.5561  6.21 "          " 2897  60325 153061
-14.4686 11.6642  6.21 "          " 4490 101369 156820
-14.6067  5.2333  6.21 "          " 1710  34045 150255
-16.7256  5.6949  6.21 "          " 1962  37971 150703
-18.0358 20.8224  6.21 "          " 7964 198208 163910
-18.4458 17.4103  6.21 "          " 6473 157546 160523
-19.4889 13.3583  6.21 "          " 5033 116061 157879
-20.0019  2.5612  6.21 "          "  745  15996 167878
-20.3392 18.0000  6.21 "          " 6704 164028 186070
-23.9503  9.9850  6.21 "          " 3946  86612 178271
-24.5392  6.8987  6.21 "          " 2578  50853 172531
-24.7264 16.0652  6.21 "          " 5973 143900 184075
-25.5008 13.7460  6.21 "          " 5166 119623 181921
-30.2106 17.2643  6.21 "          " 6403 155940 208606
-30.9258  8.2646  6.21 "          " 3251  69445 199010
-31.0836 15.9251  6.21 "          " 5916 142407 207119
-33.3153 11.9510  6.21 "          " 4571 103789 202971
-36.1058  3.7971  6.21 "          " 1186  23958 194537
-37.7756  6.7700  6.21 "          " 2510  49336 197195
-40.4353 16.0149  6.21 "          " 5952 143248 226442
-40.5064 21.2541  6.21 "          " 8117 202135 230596
-41.1256  8.7733  6.21 "          " 3488  75081 220432
-43.7342 11.2483  6.21 "          " 4364  97866 222671
-50.8714  2.9018  6.21 "          "  871  18265 232933
-52.3592 21.6666  6.21 "          " 8269 205877 247128
-58.2300  7.7148  6.21 "          " 3012  62897 235440
-58.7250  8.7515  6.21 "          " 3489  75086 236241
-59.6842 10.7510  6.21 "   Eta Car" 4210  93308 238429
-61.0614 19.8394  6.21 "          " 7527 186837 254666
-65.4561  1.0453  6.21 "          "  304   6311 248308
-65.8428 12.3411  6.21 "          " 4692 107301 251854
  0.0969 20.6218  6.22 "          " 7878 196426 144632
  1.2244  5.9651  6.22 "          " 2093  40282 113306
  3.8042 17.8056  6.22 "          " 6633 161941 122766
  8.9139  8.0308  6.22 "          " 3144  66011 116251
 -0.9942  5.9699  6.22 "          " 2097  40347 132700
 -1.0356  5.5678  6.22 "          " 1873  36779 132269
 -1.8000 18.9396  6.22 "          " 7143 175640 142825
 -2.4128 20.6537  6.22 "          " 7890 196712 144666
 -2.4361 11.6400  6.22 "          " 4484 101154 138314
 -2.8250  5.6770  6.22 "          " 1950  37744 132441
 -4.3731 21.9819  6.22 "          " 8382 208801 145784
 -4.6153 12.4643  6.22 "          " 4746 108506 138798
 -5.7533  5.0136  6.22 "          " 1614  32147 131688
 -6.7083  5.5225  6.22 "          " 1848  36430 132210
 -7.6836 12.0477  6.22 "          " 4598 104625 138551
 -8.5864  6.3189  6.22 "          " 2270  44037 133098
 14.6614  1.5962  6.22 "101    Psc"  455   9766  92530
 15.1094  7.4798  6.22 "          " 2858  59059  96930
 16.0561 15.5360  6.22 " 12Tau2Ser" 5770 138527 101600
 16.6881 18.3841  6.22 "          " 6887 169223 103660
 17.3156 20.4398  6.22 "          " 7816 194688 106101
 17.5214 20.6995  6.22 "          " 7923 197249 106396
 20.4961  6.4657  6.22 " 16    Gem" 2330  45394  78402
 21.1347 20.1843  6.22 "          " 7713 191814  88309
 25.2183  4.6564  6.22 "          " 1477  29459  76689
 25.3381 14.3852  6.22 "          " 5387 126141  83321
 29.1481 20.2921  6.22 "          " 7760 193094  88473
 37.4453 19.3170  6.22 "          " 7338 181470  68129
 38.5736 22.3984  6.22 "          " 8536 212487  72296
 40.6792 18.9796  6.22 "          " 7179 176502  47965
 42.1411  4.3023  6.22 "          " 1328  27026  39447
 44.5919  6.0053  6.22 "          " 2096  40325  40769
 46.9011  8.7167  6.22 "          " 3436  73971  42508
 49.9817  0.0220  6.22 "          " 9083 224870  53573
 51.2608  2.9474  6.22 "          "  864  18153  23721
 57.4869 18.8962  6.22 "          " 7153 175823  31252
 58.0164 19.7207  6.22 "          " 7522 186760  31923
 61.5492 11.9481  6.22 "          " 4569 103736  15666
 75.7875 18.8926  6.22 "          " 7199 176795   9286
-12.8997  6.0049  6.22 "          " 2118  40745 151011
-18.3544  2.3827  6.22 "          "  697  14830 148366
-18.4344  3.8869  6.22 "          " 1206  24497 149229
-18.5853 14.2844  6.22 "          " 5344 124990 158462
-19.6208 21.7204  6.22 "          " 8293 206546 164601
-20.1647 15.5287  6.22 "          " 5756 138268 159317
-20.2939 11.7010  6.22 "          " 4506 101695 180117
-20.7283 15.5101  6.22 "          " 5749 138105 183533
-28.6392  5.7846  6.22 "          " 2005  38804 170836
-32.5250  2.7390  6.22 "          "  817  17168 193888
-33.1900 13.3857  6.22 "          " 5043 116278 204420
-34.3589 15.0328  6.22 "          " 5587 132763 206223
-39.8922 18.5503  6.22 "          " 6948 170773 210286
-42.6997 13.2141  6.22 "          " 4982 114707 223980
-42.7806 20.2066  6.22 "          " 7706 191584 230100
-45.7681  6.9783  6.22 "          " 2626  52362 218360
-47.8903  7.9556  6.22 "          " 3118  65598 219200
-52.8919 18.5753  6.22 "          " 6954 170873 245559
-56.8817 18.7566  6.22 "          " 7022 172781 245681
-58.6161 14.6988  6.22 "          " 5465 128917 241912
-58.7942  9.7654  6.22 "          " 3887  84850 237321
-59.9033 10.2675  6.22 "          " 4043  89263 237853
-60.8472 12.1402  6.22 "          " 4622 105437 251757
-61.7953 12.4738  6.22 "          " 4747 108530 251924
-61.8419 12.5914  6.22 "          " 4790 109492 251962
-62.9078 20.6643  6.22 "          " 7872 196317 254844
-64.4086 12.2380  6.22 "          " 4653 106343 251803
-69.5044  0.8734  6.22 "   Lam1Tuc"  252   5190 248269
-70.7211 17.2055  6.22 "          " 6357 154556 257472
-72.6147 12.2732  6.22 "          " 4664 106676 256919
  2.0794  4.4502  6.23 "          " 1400  28191 111827
 -1.0672  4.9548  6.23 "          " 1591  31623 131625
 -2.0797 16.3775  6.23 "          " 6096 147550 141129
 -2.9789  7.3718  6.23 "          " 2807  57708 134585
 -3.2469  1.3429  6.23 "          "  387   8120 129239
 -3.3931  3.6606  6.23 "          " 1116  22798 130639
 -5.5183  5.4340  6.23 "          " 1806  35640 132100
 -7.8978 22.6395  6.23 "          " 8612 214448 146216
 -9.2450  8.1076  6.23 "          " 3174  67159 135505
 10.2122  4.2263  6.23 "          " 1307  26676  93821
 13.4825  0.3737  6.23 " 42    Psc"   86   1796  91866
 14.6294  8.1830  6.23 "          " 3198  67959  97628
 16.2383  6.4744  6.23 "          " 2340  45506  95719
 17.7039  2.5151  6.23 " 27    Ari"  731  15596  92983
 18.6719 19.8727  6.23 "  9    Sge" 7574 188001 105360
 21.6989 19.1343  6.23 "          " 7263 178476  86843
 25.4628  0.1478  6.23 "          "   19    417  73769
 27.3867 14.0196  6.23 " 11    Boo" 5263 122405  83130
 28.0653 13.6775  6.23 "          " 5145 119081  82944
 28.2592  8.8746  6.23 " 53    Cnc" 3521  75716  80476
 30.2492 12.3088  6.23 "          " 4680 107054  62943
 31.5047 17.7612  6.23 "          " 6619 161695  66311
 31.5264  2.1903  6.23 "  5    Tri"  634  13372  55338
 33.5992  6.0928  6.23 "          " 2139  41269  58727
 35.4128  7.9280  6.23 "          " 3083  64491  60453
 36.7208 23.6779  6.23 "          " 8977 222451  73428
 39.4033 20.3376  6.23 "          " 7784 193702  69856
 40.2539 19.6993  6.23 "          " 7499 186307  48737
 42.4281  4.3933  6.23 "          " 1371  27650  39501
 53.4811  5.6890  6.23 "          " 1925  37394  25319
 54.8967 18.7487  6.23 "          " 7071 173920  31151
 56.8875 20.9381  6.23 "          " 8029 199661  33005
 73.8506  2.0529  6.23 "          "  579  12173   4559
 78.1347  9.7586  6.23 "          " 3843  83550   6948
-13.3533  7.8246  6.23 "          " 3042  63655 153449
-18.6853  7.1692  6.23 "          " 2705  54958 152497
-23.8333 18.6977  6.23 " 26    Sgr" 7011 172546 187146
-26.8314 11.0401  6.23 "          " 4302  95698 179456
-27.5375  6.9618  6.23 "          " 2611  51823 172650
-35.5075  6.9549  6.23 "          " 2612  51825 197402
-35.6939 12.0991  6.23 "          " 4612 105078 203119
-41.3817 22.2441  6.23 "          " 8477 210918 231045
-41.9100 19.0358  6.23 "          " 7177 176425 229446
-46.0706 16.7176  6.23 "          " 6197 150421 227092
-47.7356 15.6829  6.23 "          " 5821 139599 226059
-51.3594 12.1921  6.23 "          " 4637 105920 239735
-56.6678 14.8186  6.23 "          " 5515 130227 242026
-57.8836 22.5980  6.23 "          " 8593 213884 247505
-60.6964  0.9729  6.23 "          "  281   5771 248293
-60.9878 10.5702  6.23 "          " 4151  91767 251014
-68.6508 12.1055  6.23 "          " 4614 105138 251737
  1.6089  5.0333  6.24 "          " 1619  32273 112340
  4.3436  9.8417  6.24 "  4    Sex" 3893  85217 117937
  4.9008 14.0655  6.24 "          " 5275 122797 120265
  9.0472  6.3113  6.24 "          " 2259  43821 113710
 -1.0006 16.6865  6.24 "          " 6201 150451 141310
 -4.4253  5.5896  6.24 "          " 1891  37016 132319
 -5.2264  7.5142  6.24 "          " 2876  59669 134774
 -6.1203 15.7793  6.24 "          " 5866 140986 140751
 -7.1900  9.5556  6.24 "          " 3805  82674 136951
 -9.4039  1.6271  6.24 "          "  466  10009 129412
 10.9964  6.8896  6.24 "          " 2555  50371  96241
 13.7708  7.6798  6.24 "          " 2953  61630  97136
 14.2950 17.7228  6.24 "          " 6604 161149 103052
 14.7219  6.4245  6.24 "          " 2308  44984  95659
 22.2842  0.2489  6.24 "          "   49   1048  73838
 25.9128  9.6940  6.24 " 13    Leo" 3853  83821  80970
 29.1864  5.4946  6.24 "          " 1822  35984  77205
 30.9558  7.3011  6.24 "          " 2757  56386  59964
 31.6042 10.1377  6.24 "          " 3979  87822  61882
 32.6358  6.0486  6.24 "          " 2122  40832  58688
 33.3847 12.5632  6.24 "          " 4784 109345  63072
 36.4364  8.5561  6.24 " 32    Lyn" 3365  72291  60896
 40.7019  1.9149  6.24 "          "  551  11613  37607
 41.5189 14.2399  6.24 "          " 5335 124755  44952
 45.0581 23.5619  6.24 "          " 8941 221661  53147
 46.9378  3.4906  6.24 "          " 1047  21455  38874
 53.1147  8.5426  6.24 "          " 3351  71952  26896
 57.2600 23.6985  6.24 "          " 8985 222618  35682
 63.6419  0.0571  6.24 "          " 9097 225094  10942
 64.3325  2.9402  6.24 "          "  861  17958  12519
 71.9297 12.4401  6.24 "          " 4740 108399   7563
 73.6956  6.6319  6.24 "          " 2365  45947   5909
 78.3067 17.8362  6.24 "          " 6717 164428   8946
-11.1664  6.5464  6.24 "          " 2392  46407 151625
-12.0958 10.1657  6.24 "          " 3988  88182 155777
-13.5922  4.5027  6.24 "          " 1431  28625 149682
-13.9750 10.7087  6.24 "          " 4190  92770 156170
-15.0717  6.3961  6.24 "          " 2303  44891 151450
-15.8611 23.8254  6.24 "          " 9021 223428 165905
-19.0122  7.4141  6.24 "          " 2831  58439 152837
-20.7767 11.5299  6.24 "          " 4440 100219 179964
-22.4883  9.9088  6.24 "          " 3921  85905 178164
-22.6956 19.0272  6.24 "          " 7182 176537 187584
-23.3453  9.4972  6.24 "          " 3767  82180 177541
-24.2292 23.8891  6.24 "          " 9043 223884 192218
-26.6122 14.2203  6.24 "          " 5314 124281 182354
-33.0928 15.6032  6.24 "          " 5790 138923 206795
-46.9711  8.5584  6.24 "          " 3390  72900 220103
-48.4597 12.8388  6.24 "          " 4871 111519 223698
-50.5106 17.7011  6.24 "          " 6576 160342 244954
-50.7278 20.9097  6.24 "          " 7992 198766 246786
-51.0936  2.5652  6.24 "          "  755  16170 232818
-53.8294 12.8735  6.24 "          " 4882 111790 240338
-61.1708 19.9112  6.24 "          " 7558 187653 254683
-63.0364 17.4688  6.24 "          " 6471 157524 253928
-66.3981  1.2843  6.24 "          "  380   7916 248350
  0.2461 19.4883  6.25 "          " 7404 183387 124681
  0.8358 18.8270  6.25 "          " 7085 174240 123947
  1.1225 23.4541  6.25 "  9    Psc" 8912 220858 128188
  1.5319 21.0508  6.25 "          " 8056 200375 126491
  5.3361  3.0312  6.25 "          "  908  18832 110915
  6.1119  2.6710  6.25 "          "  783  16647 110673
  8.4375 20.4688  6.25 "          " 7820 194937 125841
  9.6303 19.8549  6.25 "          " 7562 187753 125139
 -0.3903 21.6261  6.25 "          " 8263 205765 145533
 -1.6122 16.9029  6.25 "          " 6277 152569 141427
 -1.7000 11.4649  6.25 "          " 4419  99651 138216
 -2.2539  5.1828  6.25 "          " 1685  33555 131847
 -4.2208 16.2157  6.25 "          " 6041 145788 141031
 -4.5328 23.4923  6.25 "          " 8924 221148 146736
 -7.3167 10.1883  6.25 "          " 4000  88372 137400
 -9.8686  3.5771  6.25 "          " 1091  22243 149047
 12.0531 15.6696  6.25 "          " 5831 139862 101673
 12.4186 12.8971  6.25 " 41    Vir" 4900 112097 100322
 12.7533  4.2305  6.25 "          " 1310  26703  93823
 16.7003  5.4349  6.25 "113    Tau" 1798  35532  94543
 16.9378 19.4061  6.25 "  2    Sge" 7369 182490 104797
 17.0544 16.1347  6.25 "  7Kap Her" 6009 145000 101952
 18.0167  4.5591  6.25 "          " 1442  28867  94002
 18.2692 20.6318  6.25 "          " 7886 196610 106329
 19.3667 22.7578  6.25 " 45    Peg" 8660 215510 108154
 19.8161  8.0133  6.25 "          " 3125  65735  97471
 20.1214 14.2758  6.25 "          " 5346 125040  83259
 23.4539  9.5664  6.25 "          " 3804  82670  80909
 23.7408  6.2830  6.25 "  9    Gem" 2240  43384  78176
 26.6489  0.0822  6.25 "          " 9109 225276  73731
 31.1683  3.8679  6.25 "          " 1197  24167  56762
 32.0122  1.1337  6.25 " 78    Psc"  327   6680  54445
 32.1250  5.8571  6.25 "          " 2018  39045  58504
 32.1950  3.7969  6.25 "          " 1164  23626  56707
 32.8919  2.6184  6.25 "          "  761  16220  55711
 33.2061  0.2340  6.25 "          "   44    952  53744
 33.2853  8.8423  6.25 "          " 3499  75332  61074
 33.8339  2.5046  6.25 "          "  726  15464  55611
 34.6886  3.2672  6.25 "          "  976  20210  56296
 35.2250 16.5174  6.25 "          " 6157 149084  65356
 35.9836  2.7829  6.25 "          "  819  17228  55868
 36.2286 19.5130  6.25 "          " 7419 183986  68417
 40.9350 18.6592  6.25 "          " 7017 172671  47676
 42.3672  0.0288  6.25 "          " 9086 224906  53580
 45.8542 21.5550  6.25 "          " 8248 205349  51027
 47.3861  7.9081  6.25 " 25    Lyn" 3065  64106  42055
 47.4197  1.3028  6.25 "          "  376   7758  37096
 56.6100  2.4211  6.25 " 10    Per"  696  14818  23304
 57.0842  2.8252  6.25 "          "  825  17378  23637
 57.0892  1.7461  6.25 "          "  502  10587  22578
 59.0561  8.8850  6.25 "          " 3506  75487  27026
 59.9856 10.2521  6.25 "          " 4008  88651  15129
 61.2619 14.7009  6.25 "          " 5492 129798  16466
 65.9786 19.1627  6.25 " 55    Dra" 7290 179933  18187
 66.0961  5.9597  6.25 "          " 2041  39429  13662
 80.4714 13.2071  6.25 "          " 5009 115337   2164
 87.1453  1.2704  6.25 "          "  306   6319    193
-11.0064  8.7686  6.25 "          " 3480  74860 154615
-19.0353 20.9934  6.25 " 20    Cap" 8033 199728 164043
-20.0461  0.0493  6.25 "          " 9095 225045 166014
-20.5564 21.1592  6.25 " 27    Cap" 8091 201352 190069
-24.1792 19.2592  6.25 "          " 7291 179949 187883
-24.9150 18.3587  6.25 "          " 6861 168574 186699
-26.1003  3.2501  6.25 "          "  980  20293 168406
-27.0289 10.2221  6.25 "          " 4011  88699 178544
-27.7319 21.0528  6.25 "          " 8050 200245 189966
-28.8061  8.9877  6.25 "          " 3585  77087 176789
-33.5217 19.2758  6.25 "          " 7296 180093 211117
-35.0639  6.4250  6.25 "          " 2329  45383 196805
-37.4031 20.4481  6.25 "          " 7808 194433 212126
-38.6231 15.5346  6.25 "          " 5751 138204 206736
-39.4069  5.7251  6.25 "          " 1981  38385 196116
-41.0647  4.7289  6.25 "          " 1518  30202 216961
-41.3842 12.4124  6.25 "          " 4718 107998 223417
-45.2781 19.6617  6.25 "          " 7461 185139 229800
-45.5556  9.2541  6.25 "          " 3680  79900 220998
-52.8881 19.8153  6.25 "          " 7521 186756 246277
-59.1264  7.9474  6.25 "          " 3126  65750 235638
-60.6033 10.7713  6.25 "          " 4217  93502 251113
-62.5417 16.0479  6.25 "          " 5951 143238 253390
-67.1931 12.6479  6.25 "          " 4806 109867 251980
-74.5331 17.2766  6.25 "          " 6373 154972 257478
  2.0281 17.6524  6.26 "          " 6575 160315 122607
  2.9417 13.3449  6.26 "          " 5031 115995 119889
  7.5464 14.0602  6.26 "          " 5274 122744 120261
  8.8847  6.4006  6.26 "          " 2300  44783 113817
 -1.7417 10.6901  6.26 " 33    Sex" 4182  92588 137728
 -4.2472  9.4923  6.26 "          " 3762  82074 136900
 -6.3019 12.7926  6.26 "          " 4856 111199 138967
 -8.8561  4.0990  6.26 "          " 1272  25910 130948
 10.2956 12.5508  6.26 " 20    Vir" 4777 109217 100146
 13.3028 19.7428  6.26 " 48Psi Aql" 7511 186547 105199
 15.0933 18.0159  6.26 "          " 6722 164507 103299
 16.8256 23.6277  6.26 " 74    Peg" 8960 222098 108729
 18.4444 22.4280  6.26 "          " 8543 212670 107906
 18.6206 15.9277  6.26 "          " 5931 142763 101821
 21.8756 20.1892  6.26 "          " 7716 191877  88315
 33.5344 12.9036  6.26 "          " 4904 112171  63244
 36.9000  0.4824  6.26 "          "  110   2507  53928
 37.1283  1.9160  6.26 "          "  552  11624  55082
 40.0103  4.5233  6.26 "          " 1424  28503  57278
 43.2603  8.1194  6.26 " 28    Lyn" 3167  66824  42174
 44.8394  6.8854  6.26 "          " 2532  49949  41406
 48.5694  2.8892  6.26 "          "  849  17818  38418
 49.5122 23.6908  6.26 "          " 8981 222570  53276
 51.4747  1.8808  6.26 "          "  538  11335  22705
 54.3761 19.3268  6.26 "          " 7351 181960  31574
 55.6025  4.8019  6.26 "          " 1515  30144  24834
 63.6333 23.1299  6.26 "          " 8808 218537  20439
 63.8906 20.0791  6.26 "          " 7695 191174  18692
 66.6961  5.6212  6.26 "          " 1853  36496  13548
 79.6603 14.5606  6.26 "          " 5479 129245   8054
 79.9100  1.2752  6.26 "          "  357   7238   4354
-10.3133 11.8065  6.26 "          " 4529 102574 156896
-13.7697  4.8284  6.26 "          " 1545  30743 149916
-15.8475 23.9726  6.26 "  1    Cet" 9065 224481 165972
-16.0253  3.1880  6.26 "          "  957  19887 148821
-18.8856 17.0309  6.26 " 29    Oph" 6321 153727 160231
-19.2342 19.3603  6.26 "          " 7339 181558 162511
-19.7919 12.5562  6.26 "          " 4778 109238 157359
-20.4086 16.6762  6.26 "          " 6190 150259 184541
-21.6033  6.9943  6.26 "          " 2623  52273 172700
-26.6236 23.9523  6.26 "          " 9058 224350 192262
-28.7078  5.6029  6.26 "          " 1915  37286 170587
-38.0656 17.6241  6.26 "          " 6557 159633 209034
-40.0589  7.5537  6.26 "          " 2907  60559 198120
-41.1967 13.0800  6.26 "          " 4938 113523 223881
-41.9131 12.2585  6.26 "          " 4658 106572 223309
-42.6406  8.1632  6.26 "          " 3205  68242 219507
-44.5283  1.4116  6.26 "          "  411   8681 215494
-45.0417  8.9220  6.26 "          " 3562  76566 220664
-47.0725 11.9455  6.26 "          " 4570 103746 223127
-48.9133 12.4467  6.26 "          " 4734 108309 223443
-49.0697 11.7535  6.26 "          " 4516 102150 222997
-50.5328  0.4786  6.26 "          "  111   2529 232055
-50.6117  6.9006  6.26 "          " 2594  51266 234774
-54.4175 19.6718  6.26 "          " 7459 185075 246204
-55.0164 20.1264  6.26 "          " 7674 190422 246444
-65.0725  9.7852  6.26 "   Ups Car" 3891  85124 250696
-66.5117 12.6654  6.26 "          " 4814 110020 251987
-66.7144  2.7241  6.26 "          "  823  17326 248632
-70.8600 10.7387  6.26 "          " 4211  93344 256750
  0.8675 20.2098  6.27 "          " 7717 191984 125567
  1.2417 14.3876  6.27 "          " 5384 126053 120424
  7.6219  6.9775  6.27 "          " 2606  51693 114713
 -1.2569  9.4839  6.27 "          " 3758  81980 136894
 -2.4867 20.7843  6.27 "          " 7946 197954 144802
 -3.8942 22.1725  6.27 "          " 8451 210419 145914
 -6.2456  4.3441  6.27 "          " 1362  27536 131129
 -7.5114  6.4458  6.27 "          " 2328  45380 133263
 -8.3114  7.6046  6.27 "          " 2920  60853 134883
 -9.3539 21.1797  6.27 "          " 8096 201567 145171
 11.9075  6.9571  6.27 "          " 2597  51330  96314
 13.6408  8.1451  6.27 " 12    Cnc" 3184  67483  97594
 15.9825 21.2247  6.27 "          " 8116 202128 106930
 18.7950  3.1392  6.27 " 54    Ari"  940  19460  93293
 19.4808 15.4315  6.27 "          " 5740 137510 101548
 19.7586 10.7374  6.27 "          " 4197  92941  81496
 20.0831  1.7488  6.27 "109    Psc"  508  10697  92611
 22.2847  5.2577  6.27 "108    Tau" 1711  34053  77057
 23.0347 12.3220  6.27 "  8    Com" 4685 107168  82239
 24.3603  7.6374  6.27 "          " 2926  61035  79562
 27.3953 18.4162  6.27 "          " 6904 169718  86019
 27.6622  5.5987  6.27 "          " 1878  36859  77295
 33.3750 11.8526  6.27 "          " 4545 102942  62731
 33.6256 11.6423  6.27 "          " 4482 101151  62635
 34.3775  1.4517  6.27 "          "  415   8774  54705
 34.7258  5.5606  6.27 "          " 1854  36499  58182
 38.3931 14.4248  6.27 "          " 5402 126597  64137
 38.8978 20.2676  6.27 "          " 7752 192934  69720
 42.4306  8.1564  6.27 "          " 3181  67370  42199
 45.7536 14.0367  6.27 "          " 5271 122675  44858
 48.2317 22.0976  6.27 "          " 8427 209961  51645
 48.4669 12.8116  6.27 " 11    CVn" 4866 111421  44332
 48.6786  0.9181  6.27 "          "  256   5273  36763
 50.0708 19.2554  6.27 "          " 7311 180756  48247
 52.4072 20.7980  6.27 "          " 7972 198387  32897
 52.6892  0.8966  6.27 "          "  250   5128  21814
 53.2964  6.7366  6.27 "          " 2463  47979  25916
 54.1436  8.3044  6.27 "          " 3246  69149  26760
 55.1725 11.6954  6.27 "          " 4500 101604  28101
 57.0425 19.7277  6.27 "          " 7526 186815  31933
 60.2256 14.5286  6.27 "          " 5437 127929  16411
 61.1161  9.9176  6.27 "          " 3911  85583  15023
 72.5317 20.5002  6.27 "          " 7868 196142   9793
 75.7397  3.6569  6.27 "          " 1080  21970   4953
 85.5872 12.0745  6.27 "          " 4606 104904   1975
-12.2528 19.5927  6.27 "          " 7433 184574 162797
-15.6117 10.1432  6.27 "          " 3986  88025 155763
-19.5400 16.9511  6.27 "          " 6294 152909 160180
-26.7008  6.1631  6.27 "          " 2192  42486 171318
-26.7572 18.4684  6.27 "          " 6914 169938 186843
-28.4894  7.0118  6.27 "          " 2637  52619 172749
-30.1622 10.3870  6.27 "          " 4083  90071 178759
-35.9439  3.2171  6.27 "          "  970  20144 194163
-36.2642 15.1039  6.27 "          " 5615 133550 206292
-36.3839 10.0876  6.27 "          " 3972  87606 201037
-38.0144 11.2866  6.27 "          " 4372  98161 202283
-39.4025  9.0351  6.27 "          " 3602  77580 199902
-39.7481 13.6613  6.27 "          " 5135 118781 204708
-41.9533 10.3946  6.27 "          " 4087  90170 222016
-44.3561  6.1429  6.27 "          " 2187  42448 217735
-46.6978  0.8158  6.27 "          "  229   4737 215245
-49.9994 20.3614  6.27 "          " 7766 193307 246546
-50.0633 17.3251  6.27 "          " 6423 156331 244631
-52.3164  5.4128  6.27 "   The Pic" 1818  35860 233965
-54.4075  5.0835  6.27 "          " 1667  33116 233814
-55.0508 20.3423  6.27 "          " 7758 193002 246535
-55.7294  6.9777  6.27 "          " 2634  52603 234826
-63.2311 20.3175  6.27 "          " 7732 192531 254772
-63.6831  6.3837  6.27 "          " 2337  45461 249531
-63.8278  6.4154  6.27 "          " 2360  45796 249542
-66.7194  9.5258  6.27 "          " 3813  82858 250611
-69.1906 19.2746  6.27 "   Tau Pav" 7274 179009 254508
-72.4439 10.7407  6.27 "          " 4213  93372 256752
-73.0378  5.1026  6.27 "          " 1700  33875 256160
-75.1425 11.3268  6.27 "          " 4387  98672 256826
-81.8078 18.7039  6.27 "          " 6912 169904 258804
  0.0350  2.1081  6.28 "          "  616  12923 129695
  2.0906 23.8847  6.28 " 25    Psc" 9042 223855 128436
  2.2975 14.0771  6.28 "          " 5283 122910 120269
  2.4881 10.7526  6.28 " 36    Sex" 4201  93102 118473
  3.8103 22.9591  6.28 "          " 8730 217019 127860
  7.3583 18.6643  6.28 "          " 7010 172424 123782
  8.4708  3.1441  6.28 "          "  942  19525 111002
 -4.7883  5.9265  6.28 "          " 2071  39927 132653
 -5.5028 15.2474  6.28 "          " 5669 135367 140408
 -5.7242 18.5040  6.28 "          " 6940 170547 142353
 10.5683  7.5681  6.28 "          " 2893  60275  97021
 12.5675 15.3731  6.28 "  7    Ser" 5717 136831 101508
 12.7350  3.4552  6.28 "          " 1039  21379  93439
 13.2572  8.5625  6.28 "          " 3376  72505  97913
 16.3975  6.6894  6.28 "          " 2457  47863  95996
 25.3528 16.9586  6.28 " 57    Her" 6305 153287  84720
 25.5633 21.7733  6.28 "          " 8325 207134  89976
 27.1356 19.7322  6.28 "          " 7508 186518  87640
 31.2239  5.4106  6.28 "          " 1775  35238  57987
 31.2875 17.6781  6.28 "          " 6591 160822  66243
 32.7883 14.7538  6.28 "          " 5510 130084  64306
 33.8322  7.1370  6.28 "          " 2673  53899  59806
 36.3269 10.6059  6.28 " 35    LMi" 4150  91752  62147
 36.9519 17.4075  6.28 "          " 6491 157910  66014
 38.5339 13.1617  6.28 " 15    CVn" 4967 114376  63374
 41.3833 18.8686  6.28 "          " 7118 175132  47874
 55.3644  2.3977  6.28 "          "  690  14662  23283
 55.7044  6.8034  6.28 "          " 2486  48766  25962
 56.7375 11.4954  6.28 "          " 4424  99859  28035
 59.9081  4.1577  6.28 "          " 1270  25877  24436
 63.9408  9.4289  6.28 "          " 3722  80953  14875
 68.0272 20.0815  6.28 "          " 7704 191372  18699
 87.7000 12.2556  6.28 "          " 4686 107192   2010
-14.9717 14.0742  6.28 "          " 5277 122837 158325
-17.1569 18.0231  6.28 "  6    Sgr" 6715 164358 160998
-17.9036 22.0366  6.28 "          " 8394 209240 164827
-18.8267 13.2241  6.28 " 54    Vir" 4990 114846 157798
-21.4439 18.1198  6.28 "          " 6762 165516 186302
